,OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
67,68,6877,49.311171,13.300484,"RoBiN OIL, s.r.o., silnice 27, BÏöiny u Klatov",05.11.2014 10:05,34.5,RoBiN OIL
1796,1797,6704,50.817233,14.950493,"PapOil, BÌlokosteleck·, Chrastava",04.11.2014 11:52,34.5,PapOil
391,392,6340,49.974552,17.792886,"Lucky CS Gold, Neplachovice-Zadky 23",05.11.2014 08:23,34.5,Lucky CS Gold
383,384,6472,49.527048,14.804315,"Oktan, T·borsk·, Mlad· Voûice",05.11.2014 08:26,34.5,Oktan
184,185,7261,49.45111,14.37722,"TomeGas, T·borsk· 260/5, Milevsko",05.11.2014 09:35,34.5,TomeGas
1807,1808,6743,50.196484,12.21538,"PapOil, silnice 217, Nov˝ éÔ·r 47",04.11.2014 11:41,34.5,PapOil
2073,2074,6732,49.459208,14.361866,"PapOil, Praûsk· 317, Milevsko",04.11.2014 08:18,34.5,PapOil
200,201,5187,50.650079,14.042078,"Hokal, Praûsk· 18, ⁄stÌ nad Labem",05.11.2014 09:31,34.5,Hokal
1820,1821,6342,50.21985,12.182193,"LukOil, OkruûnÌ 36, Aö",04.11.2014 11:40,34.5,LukOil
1828,1829,5528,50.072795,12.361168,"Benzina, VrbenskÈho, Cheb",04.11.2014 11:39,34.5,Benzina
1829,1830,5754,50.1225,12.36833,"Benzina Plus, Aleje, Frantiökovy L·znÏ",04.11.2014 11:39,34.5,Benzina Plus
1833,1834,5250,50.12738,12.35856,"Agip, silnice E49, Frantiskovy L·zne-HornÌ Lomany",04.11.2014 11:38,34.5,Agip
1995,1996,6902,49.383177,13.306303,"RoBiN OIL, s.r.o., Puökinova 679, Klatovy",04.11.2014 09:29,34.5,RoBiN OIL
206,207,5163,50.663101,14.029902,"Pasoil, KlÌösk·, ⁄stÌ nad Labem",05.11.2014 09:30,34.5,Pasoil
1849,1850,5563,49.441321,14.358622,"Benzina, »s. LegiÌ 5/93, Milevsko",04.11.2014 11:28,34.5,Benzina
1851,1852,6471,49.118941,15.186163,"Oktan, Hradeck·, Kunûak",04.11.2014 11:27,34.5,Oktan
352,353,6855,50.236783,15.869244,"Poprop, Piletick· 55, Hradec Kr·lovÈ-Piletice",05.11.2014 08:36,34.5,Poprop
350,351,7307,50.26777,15.743996,"UNO-HK, silnice E442, Vöestary-RozbÏ¯ice 39",05.11.2014 08:37,34.5,UNO-HK
571,572,5956,50.094346,16.090513,"EuroOil, 5. kvÏtna 574, Borohr·dek",05.11.2014 05:02,34.5,EuroOil
244,245,6948,49.05277,13.797442,"SETA-COS, äpidrova 93, Vimperk",05.11.2014 09:15,34.5,SETA-COS
330,331,6735,49.694139,13.654356,"PapOil, »trn·ctka, Miroöov",05.11.2014 08:40,34.5,PapOil
1795,1796,5531,50.81347,14.962726,"Benzina, N·draûnÌ, Chrastava",04.11.2014 11:54,34.5,Benzina
577,578,6015,49.000342,16.865539,"EuroOil, silnice 380, Klobouky u Brna 860",05.11.2014 05:02,34.5,EuroOil
1002,1003,6701,50.486575,14.333184,"PapOil, LitomÏ¯ick·, Hoötka",04.11.2014 16:56,34.5,PapOil
590,591,6092,49.157273,16.504524,"EuroOil, BrnÏnsk· 23, St¯elice",05.11.2014 05:02,34.5,EuroOil
596,597,6121,50.044656,13.376039,"EuroOil, silnice 206, éihle",05.11.2014 05:02,34.5,EuroOil
595,596,6114,50.66925,15.915424,"EuroOil, J.A.KomenskÈho 488, éaclÈ¯",05.11.2014 05:02,34.5,EuroOil
594,595,6109,50.269529,14.964948,"EuroOil, Boleslavsk· 153, Vlkava",05.11.2014 05:02,34.5,EuroOil
593,594,6104,50.896173,14.626482,"EuroOil, PlzeÚsk· 3150, Varnsdorf",05.11.2014 05:02,34.5,EuroOil
592,593,6102,50.15776,16.06397,"EuroOil, V.OpatrnÈho 985, T˝niötÏ nad OrlicÌ",05.11.2014 05:02,34.5,EuroOil
591,592,6098,50.270611,13.990049,"EuroOil, T¯ebÌz 115",05.11.2014 05:02,34.5,EuroOil
1645,1646,7225,49.134683,17.488008,"Tank ONO, s.r.o., silnice 55, SpytihnÏv 572",04.11.2014 13:08,34.5,Tank ONO
960,961,5941,50.036354,14.580683,"Euro Prim, Frantiöka Diviöe 7/609, Praha 10-Uh¯ÌnÏ",04.11.2014 17:10,34.5,Euro Prim
972,973,6773,50.181542,13.7993,"PapOil, Karlovarsk·, ÿevniËov",04.11.2014 17:06,34.5,PapOil
1001,1002,6145,50.537065,14.152191,"Fraba Diesel, »eskolipsk· 917/6, LitomÏ¯ice",04.11.2014 16:56,34.5,Fraba Diesel
598,599,7727,49.0357808,16.9597681,"EuroOil, Uh¯ice 11, éaroöice",05.11.2014 05:02,34.5,EuroOil
1008,1009,6281,50.394756,14.123625,"KM-Prona, Sl·nsk·, BudynÏ nad Oh¯Ì",04.11.2014 16:55,34.5,KM-Prona
1361,1362,6660,50.566749,15.927303,"OMV,  N·chodsk·,  Trutnov",04.11.2014 15:08,34.5,OMV
589,590,6091,48.894411,17.297756,"EuroOil, Skalick· 1423, Str·ûnice",05.11.2014 05:02,34.5,EuroOil
588,589,6088,50.299963,15.873888,"EuroOil, PalackÈho 128, Smi¯ice",05.11.2014 05:02,34.5,EuroOil
1018,1019,5409,50.2910842,15.4772647,"ATP Petrol, n·mÏstÌ prof. Bab·ka, Smidary",04.11.2014 16:53,34.5,ATP Petrol
587,588,6084,49.372058,13.945169,"EuroOil, PalackÈho 431, Sedlice u BlatnÈ",05.11.2014 05:02,34.5,EuroOil
1025,1026,6861,49.569799,17.730607,"PrvnÌ Hor·ck·, Potöt·tsk· 2028, Hranice",04.11.2014 16:51,34.5,PrvnÌ Hor·ck·
586,587,6080,50.896812,15.14428,"EuroOil, FuËÌkova 745, Raspenava",05.11.2014 05:02,34.5,EuroOil
585,586,6070,49.709084,18.159892,"EuroOil, silnice 58, smÏr P¯Ìbor, Pet¯vald 453",05.11.2014 05:02,34.5,EuroOil
597,598,6131,49.297977,14.163643,"EuroOil, U H¯ebËince 2581/17, PÌsek",05.11.2014 05:02,34.5,EuroOil
1404,1405,7146,48.986053,14.519736,"KM PROMA, Rudolfovsk· t¯Ìda 95, »eskÈ BudÏjovice",04.11.2014 14:54,34.5,KM PROMA
584,585,6069,49.708646,18.160447,"EuroOil, silnice 58, smÏr Ostrava, Pet¯vald 452",05.11.2014 05:02,34.5,EuroOil
819,820,7289,49.67197,18.42656,"Unicorn, Dobr· 307",04.11.2014 18:08,34.5,Unicorn
1521,1522,6476,49.062651,14.375966,"Oktan, Bezdrevsk·, Zliv",04.11.2014 14:11,34.5,Oktan
1515,1516,6912,49.315394,14.164245,"RoBiN OIL, s.r.o., T·borsk· 2260, PÌsek",04.11.2014 14:12,34.5,RoBiN OIL
1506,1507,6784,49.068189,14.893317,"PapOil, silnice 34, Str·û nad Neû·rkou",04.11.2014 14:20,34.5,PapOil
1505,1506,6363,49.952998,17.869126,"LukOil, Brunt·lsk· 6, Opava",04.11.2014 14:21,34.5,LukOil
1497,1498,6897,50.794616,14.853864,"RoBiN OIL, s.r.o., silnice E442, JÌtrava-Rynoltice",04.11.2014 14:25,34.5,RoBiN OIL
811,812,6719,49.808493,13.858438,"PapOil, Buzuluck·, Kom·rov",04.11.2014 18:14,34.5,PapOil
1485,1486,7226,50.432008,15.042127,"Tank ONO, s.r.o., silnice 16, Sukorady-Martinovice",04.11.2014 14:28,34.5,Tank ONO
1550,1551,5796,50.165,16.27166,"Benzina Plus, Jir·skova 322, Rychnov nad KnÏûnou",04.11.2014 14:03,34.5,Benzina Plus
816,817,7191,49.677902,18.460163,"Swiss Tank, Vojkovice 153",04.11.2014 18:09,34.5,Swiss Tank
851,852,6569,49.419763,12.71935,"Top tank F1 gas, silnice 189, LÌskov· - Nemanice",04.11.2014 17:49,34.5,Top tank F1 gas
1620,1621,5893,49.17738,16.49826,"D Oil, Troubsko",04.11.2014 13:18,34.5,D Oil
855,856,5254,49.34906,12.85275,"Agip, silnice 26, smÏr NÏmecko, HornÌ Folmava",04.11.2014 17:47,34.5,Agip
856,857,5255,49.345172,12.852098,"Agip, silnice 26, smÏr Domaûlice, HornÌ Folmava",04.11.2014 17:47,34.5,Agip
857,858,6507,49.349407,12.854423,"OMV, silnice 26, »esk· Kubice-HornÌ Folmava",04.11.2014 17:47,34.5,OMV
572,573,5958,49.912733,17.370195,"EuroOil, R˝ma¯ovsk· 488, B¯idliËn·",05.11.2014 05:02,34.5,EuroOil
1434,1435,7695,49.1028439,16.6032942,"LOSAC a.s., Popovice u Rajhradu 89",04.11.2014 14:46,34.5,LOSAC a.s.
888,889,7302,49.149008,16.916086,"Unicorn, HodÏjice 302",04.11.2014 17:33,34.5,Unicorn
1422,1423,7254,50.226391,12.824509,"Tesco Stores »R, a.s., Chebsk· 370/81a, Karlovy Va",04.11.2014 14:52,34.5,Tesco Stores »R
1416,1417,6240,49.019308,14.497146,"Jihotrans, Praûsk· 285, Borek",04.11.2014 14:53,34.5,Jihotrans
957,958,6449,50.037762,14.587566,"MV Plus, Podlesk·, Praha 10-Uh¯ÌnÏves",04.11.2014 17:11,34.5,MV Plus
1355,1356,5660,50.566749,15.927303,"Benzina, N·chodsk·, Trutnov",04.11.2014 15:09,34.5,Benzina
1524,1525,5885,48.735686,14.479604,"»SAD HodonÌn, Omlenick· 37, Kaplice",04.11.2014 14:11,34.5,»SAD HodonÌn
583,584,6067,50.342933,13.970435,"EuroOil, KomenskÈho 384, Peruc",05.11.2014 05:02,34.5,EuroOil
1327,1328,6770,51.025185,14.452934,"PapOil, Roûany 153",04.11.2014 15:23,34.5,PapOil
582,583,6040,49.99142,13.242864,"EuroOil, silnice 201, ManÏtÌn 318",05.11.2014 05:02,34.5,EuroOil
1294,1295,6834,48.842357,16.902904,"Petrol Station, éiûkovsk· 1344, VelkÈ BÌlovice",04.11.2014 15:27,34.5,Petrol Station
576,577,5998,49.986785,16.228466,"EuroOil, Litomyölsk· 8, ChoceÚ",05.11.2014 05:02,34.5,EuroOil
1106,1107,5780,50.00333,14.66027,"Benzina Plus, »ernokosteleck· 1903/1, ÿÌËany",04.11.2014 16:25,34.5,Benzina Plus
1105,1106,5462,49.988738,14.714768,"Benaz, U Chirany 105, Tehovec",04.11.2014 16:25,34.5,Benaz
1667,1668,5841,49.588554,17.33062,"»S, Olomouck· 901, Velk· Byst¯ice",04.11.2014 13:01,34.5,»S
578,579,6018,49.30113,13.4433,"EuroOil, silnice 187, Kolinec 298",05.11.2014 05:02,34.5,EuroOil
579,580,6027,50.44056,15.58222,"EuroOil, Harantova 258, L·znÏ BÏlohrad",05.11.2014 05:02,34.5,EuroOil
1246,1247,7327,50.314376,14.307786,"Vlastimil Miler, silnice 608, Nov· Ves 171",04.11.2014 15:47,34.5,Vlastimil Miler
575,576,5997,48.950156,14.921467,"EuroOil, T¯eboÚsk· 207, Chlum u T¯ebonÏ",05.11.2014 05:02,34.5,EuroOil
1326,1327,6450,51.024241,14.456243,"MWD, äluknov-Roûany 61",04.11.2014 15:23,34.5,MWD
1281,1282,6803,50.291709,14.093504,"PapOil, RevoluËnÌ, Zlonice",04.11.2014 15:34,34.5,PapOil
1238,1239,6259,49.122895,17.475261,"KALE, Babice 573",04.11.2014 15:49,34.5,KALE
1215,1216,7344,49.845379,14.968274,"ZD Rataje, HlavnÌ, Rataje nad S·zavou",04.11.2014 15:57,34.5,ZD Rataje
1026,1027,7273,50.408653,14.236223,"Bohemia Diesel, éizkova, Roudnice nad Labem",04.11.2014 16:51,34.5,Bohemia Diesel
573,574,5971,50.02884,13.5799,"EuroOil, silnice 229, »ist· 303",05.11.2014 05:02,34.5,EuroOil
1032,1033,5928,50.526663,14.132563,"Ekomont Havel, MlÈkojedsk· 2153/1, LitomÏ¯ice",04.11.2014 16:49,34.5,Ekomont Havel
580,581,6034,49.012328,14.594117,"EuroOil, t¯Ìda 5.kvÏtna, Liöov",05.11.2014 05:02,34.5,EuroOil
581,582,6035,49.86534,16.32533,"EuroOil, Moravsk· 958, Litomyöl",05.11.2014 05:02,34.5,EuroOil
574,575,5996,50.084747,12.448686,"EuroOil, Praûsk·, Cheb-D¯enice 13",05.11.2014 05:02,34.5,EuroOil
1347,1348,6473,49.305111,14.476983,"Oktan, U Vodojemu, BechynÏ",04.11.2014 15:13,34.5,Oktan
568,569,6129,49.957557,16.972215,"EuroOil, Jesenick· 2c, äumperk",05.11.2014 05:02,34.4,EuroOil
439,440,6134,49.675718,12.60063,"Eurowag, Svat· Kate¯ina 117, Rozvadov",05.11.2014 07:54,34.4,Eurowag
339,340,5376,50.199198,15.782764,"Albert »S, Kutnohorsk· 226, Hradec Kr·lovÈ",05.11.2014 08:39,34.4,Albert »S
1514,1515,6602,49.315499,14.163741,"OMV, T·borsk· 2470/16, PÌsek",04.11.2014 14:12,34.4,OMV
343,344,6349,50.226992,15.798794,"LukOil, KoutnÌkova 39a, Hradec Kr·lovÈ",05.11.2014 08:38,34.4,LukOil
1463,1464,6555,49.40861,13.29416,"OMV, PlzeÚsk· 835, Klatovy",04.11.2014 14:32,34.4,OMV
50,51,6153,50.337477,13.544919,"Bexon, Osvoboditel˘, éatec",05.11.2014 10:13,34.4,Bexon
349,350,5457,50.16965,15.630931,"BBK Oil, Kratonohy 101",05.11.2014 08:37,34.4,BBK Oil
362,363,7741,50.7410144,14.2992264,"TOLOSANER a.s., DÏËÌnsk· 100, Beneöov nad PlouËnic",05.11.2014 08:33,34.4,TOLOSANER a.s.
1469,1470,5542,49.40833,13.29359,"Benzina, PlzeÚsk· 918, Klatovy",04.11.2014 14:31,34.4,Benzina
839,840,6167,49.262149,16.576436,"Globus, Hradeck· 408/40, Brno-Ivanovice",04.11.2014 17:52,34.4,Globus
48,49,5371,49.050025,17.46522,"Albert »S, T¯Ìda VÌtÏzstvÌ 841, Kunovice",05.11.2014 10:13,34.4,Albert »S
324,325,7283,49.748484,12.777096,"Trio, Nov· Hospoda, silnice 21",05.11.2014 08:42,34.4,Trio
1845,1846,6148,49.054778,17.024565,"Frantiöek TÏûk˝, N·draûnÌ 252, éd·nice",04.11.2014 11:31,34.4,Frantiöek TÏûk˝
1547,1548,5874,50.170774,16.221442,"»S, Vo¯Ìöek-DomaöÌn",04.11.2014 14:04,34.4,»S
1245,1246,6257,50.433957,14.627864,"KABE Möeno, MÏlnick·, Möeno",04.11.2014 15:47,34.4,KABE Möeno
1290,1291,7306,48.796537,16.963021,"Unipol, Hruöky 562",04.11.2014 15:28,34.4,Unipol
1706,1707,5761,50.23527,14.07,"Benzina Plus, Dukelsk˝ch hrdin˘ 1560, Slan˝",04.11.2014 12:49,34.4,Benzina Plus
2042,2043,6736,50.485084,13.650999,"PapOil, ObchodnÌ 2, Most",04.11.2014 08:40,34.4,PapOil
1659,1660,6556,49.384881,13.296447,"OMV, 5. kvÏtna 685, Klatovy",04.11.2014 13:03,34.4,OMV
1993,1994,6364,49.83736,18.24839,"LukOil, Mari·nskohorsk·, Ostrava",04.11.2014 09:35,34.4,LukOil
1358,1359,5483,49.9899461,17.4833331,"Benzina, Opavsk· 12, Brunt·l",04.11.2014 15:09,34.4,Benzina
1978,1979,6365,49.85959,18.29433,"LukOil, BohumÌnsk·, Ostrava",04.11.2014 09:50,34.4,LukOil
1339,1340,7143,49.9730422,17.4616842,"Slovnaft, Olomouck· 24, Brunt·l",04.11.2014 15:21,34.4,Slovnaft
230,231,6851,49.758022,16.649737,"TOLOSANER a.s., Svitavsk·, Moravsk· T¯ebov·",05.11.2014 09:19,34.4,TOLOSANER a.s.
1325,1326,5902,49.782286,17.073823,"Damara, Medlov 277",04.11.2014 15:23,34.4,Damara
1092,1093,7312,49.4831069,16.8344892,"Vena Trade, Protivanov 300",04.11.2014 16:27,34.4,Vena Trade
1300,1301,6383,48.755681,16.851426,"LYKA, B¯eclav-Poötorn·, Na ValtickÈ 1206",04.11.2014 15:26,34.4,LYKA
1638,1639,6327,50.932536,15.219556,"Kontakt, Fr˝dlantsk·, NovÈ MÏsto pod Smrkem",04.11.2014 13:10,34.4,Kontakt
1752,1753,6270,49.764128,18.336722,"KLB oil, Vratimovsk· 306, Vratimov",04.11.2014 12:27,34.4,KLB oil
1678,1679,7699,50.4365872,15.3705083,"M-SILNICE, a.s.",04.11.2014 12:58,34.4,M-SILNICE
275,276,6831,49.39215,13.276495,"Petra, Domaûlick· 846, Klatovy",05.11.2014 08:58,34.4,Petra
1915,1916,7298,49.090374,17.510958,"Unicorn, Pivovarsk·, UherskÈ HradiötÏ-Jaroöov",04.11.2014 10:41,34.4,Unicorn
1099,1100,5369,50.004514,14.574115,"Albert »S, ObchodnÌ 111, Pr˘honice-»estlice",04.11.2014 16:26,34.3,Albert »S
358,359,5661,50.571979,15.893844,"Benzina, Krkonoösk·, Trutnov",05.11.2014 08:34,34.3,Benzina
1217,1218,6936,50.26616,14.334674,"RoBiN OIL, s.r.o., PalackÈho, Veltrusy",04.11.2014 15:56,34.3,RoBiN OIL
74,75,6953,50.171507,12.314624,"Robin Oil,Vojtanov 105, Vojtanov",05.11.2014 10:03,34.3,Robin Oil
1888,1889,6174,49.601215,17.219257,"Globus, Praûsk· 39/248, Olomouc",04.11.2014 11:00,34.3,Globus
1268,1269,5465,49.91306,15.40056,"Benz, Pod N·draûÌm 1, »·slav",04.11.2014 15:40,34.3,Benz
1165,1166,6377,50.57685,15.89526,"LukOil, Horsk·, Trutnov",04.11.2014 16:14,34.3,LukOil
336,337,7244,49.573413,17.227364,"Tesco Stores »R, a.s., Kafkova 8, Olomouc",05.11.2014 08:39,34.3,Tesco Stores »R
1533,1534,5894,48.731994,14.631423,"DAG, Beneöov nad »ernou",04.11.2014 14:09,34.3,DAG
274,275,6928,50.16944,12.64833,"RoBiN OIL, s.r.o., VÌtÏzn· 2049, Sokolov",05.11.2014 08:58,34.3,RoBiN OIL
168,169,7293,49.03611,15.82888,"Unicorn, silnice E59, MoravskÈ BudÏjovice-LaûÌnky",05.11.2014 09:40,34.3,Unicorn
2015,2016,7170,49.217939,16.41273,"SpoleËnost 67, Veve¯Ì 212, OstrovaËice",04.11.2014 09:08,34.3,SpoleËnost 67
1924,1925,6812,50.484868,13.025037,"Pasoil, Moskevsk·, Vejprty",04.11.2014 10:31,34.3,Pasoil
2024,2025,5388,49.560353,17.309233,"Albert »S, P¯erovsk· 90, Velk˝ T˝nec-Vsisko",04.11.2014 08:58,34.3,Albert »S
1873,1874,5473,50.563027,13.778422,"Benzina, BÌlinsk· 835, z centra, BÌlina",04.11.2014 11:11,34.3,Benzina
1892,1893,5735,49.209741,16.14357,"Benzina Plus, T¯ebÌËsk·, N·mÏöù nad Oslavou",04.11.2014 10:55,34.3,Benzina Plus
1871,1872,5474,50.56416,13.77833,"Benzina, BÌlinsk· 836, do centra, BÌlina",04.11.2014 11:12,34.3,Benzina
1269,1270,5488,49.901391,15.403302,"Benzina, JenÌkovsk·, »·slav",04.11.2014 15:40,34.3,Benzina
1438,1439,5510,50.915913,15.061625,"Benzina, Libereck·, Fr˝dlant",04.11.2014 14:45,34.3,Benzina
1782,1783,7303,49.217259,16.073098,"Unicorn, Studenec 190",04.11.2014 12:06,34.3,Unicorn
567,568,6118,49.099516,13.688363,"EuroOil, silnice 145, ZdÌkovec 59",05.11.2014 05:02,34.3,EuroOil
566,567,6089,50.188798,12.635236,"EuroOil, Kraslick· 455, Sokolov",05.11.2014 05:02,34.3,EuroOil
1530,1531,5580,49.64539,13.5093,"Benzina, silnice 19, NezvÏstice 41",04.11.2014 14:10,34.2,Benzina
1919,1920,7270,49.887302,16.038383,"Topexol, éiûkova 121, Luûe",04.11.2014 10:36,34.2,Topexol
240,241,5679,50.27246,14.22621,"Benzina, Malovarsk·, Velvary",05.11.2014 09:15,34.2,Benzina
985,986,7325,50.176596,14.44582,"VladimÌr Hrub˝ autodoprava, Zdibsko 164, Zdiby",04.11.2014 17:00,34.2,VladimÌr Hrub˝ autodoprava
1396,1397,6168,49.00444,14.45111,"Globus, »eskÈ VrbnÈ 2327, »eskÈ BudÏjovice",04.11.2014 14:55,34.2,Globus
793,794,5617,50.11333,14.60222,"Benzina, N·chodsk·, Praha 9-HornÌ PoËernice",04.11.2014 18:25,34.2,Benzina
268,269,5267,49.1542,15.00226,"Agip, Rezkova 1157, Jind¯ich˘v Hradec",05.11.2014 09:02,34.2,Agip
1608,1609,6139,49.301768,14.474639,"FATO Plus, Opa¯ansk·, BechynÏ",04.11.2014 13:23,34.2,FATO Plus
952,953,5790,50.515929,14.972284,"Benzina Plus, VÌta NejedlÈho, Mnichovo HradiötÏ",04.11.2014 17:12,34.2,Benzina Plus
1605,1606,7175,50.361888,15.624864,"Star-Benzina, silnice E442, Ho¯ice",04.11.2014 13:24,34.2,Star-Benzina
357,358,6287,50.693105,15.746895,"KM-Prona, Pec pod SnÏûkou-Velk· ⁄pa 330",05.11.2014 08:34,34.2,KM-Prona
500,501,6778,50.228056,14.089047,"PapOil, Ouvalova 460, Slan˝",05.11.2014 06:45,34.2,PapOil
1916,1917,6328,50.27092,16.119524,"Konzum, Dobruösk· 724, OpoËno",04.11.2014 10:38,34.2,Konzum
299,300,6393,50.18045,15.80268,"MAKRO Cash &amp; Carry »R, s.r.o., Rovn· 181, Hradec K",05.11.2014 08:49,34.2,MAKRO Cash &amp; Carry »R
303,304,7252,50.190847,15.806061,"Tesco Stores »R, a.s., RaöÌnova T¯Ìda 1669, Hradec",05.11.2014 08:48,34.2,Tesco Stores »R
445,446,5536,49.131301,15.002783,"Benzina, V·clavsk· 890, Jind¯ich˘v Hradec",05.11.2014 07:51,34.2,Benzina
1768,1769,6545,49.135815,15.018686,"OMV, silnice 34, Jind¯ich˘v Hradec",04.11.2014 12:21,34.2,OMV
433,434,7264,49.655779,12.525905,"Top Tank F1 gas, Rozvadov 20",05.11.2014 07:56,34.2,Top Tank F1 gas
1854,1855,6839,49.03504,14.360544,"Pletka, »eönovice 13, PiötÌn",04.11.2014 11:25,34.2,Pletka
1456,1457,5800,49.82347,16.40507,"Benzina Plus, silnice E442, Gajer",04.11.2014 14:34,34.2,Benzina Plus
499,500,6777,50.22722,14.09833,"PapOil, Praûsk· 642/59, Slan˝",05.11.2014 06:45,34.2,PapOil
1380,1381,5527,49.538438,15.367322,"Benzina, 5.kvÏtna 1540, Humpolec",04.11.2014 15:01,34.2,Benzina
175,176,5707,50.027235,15.754759,"Benzina Plus, TeplÈho, Pardubice",05.11.2014 09:37,34.2,Benzina Plus
1118,1119,6866,50.197212,14.497067,"Radius, MÏlnick· 433, LÌbeznice",04.11.2014 16:23,34.2,Radius
23,24,6219,49.841838,18.134121,"Chemis engine, Kr·snopolsk· 582, Kr·snÈ pole",05.11.2014 10:26,34.2,Chemis engine
381,382,5572,49.77615,16.93202,"Benzina, 1.m·je 16, Mohelnice",05.11.2014 08:27,34.2,Benzina
1684,1685,6151,50.358669,12.789495,"G7, Karlovarsk· 412, Pernink",04.11.2014 12:56,34.2,G7
1673,1674,7243,50.434508,15.368521,"Tesco Stores »R, a.s., Hradeck· 1141, JiËÌn",04.11.2014 12:59,34.2,Tesco Stores »R
565,566,6113,49.943356,16.164422,"EuroOil, Husova, VysokÈ M˝to",05.11.2014 05:02,34.2,EuroOil
564,565,6090,50.441884,14.350261,"EuroOil, HnÏvice 65",05.11.2014 05:02,34.2,EuroOil
1267,1268,6274,49.925802,15.458864,"KM-Prona, Vrdy-DolnÌ BuËice",04.11.2014 15:40,34.2,KM-Prona
563,564,6059,49.754567,18.246444,"EuroOil, PlzeÚsk· 492, Ostrava",05.11.2014 05:02,34.2,EuroOil
540,541,5757,50.45222,13.42583,"Benzina Plus, Praûsk· 5369, Chomutov",05.11.2014 05:33,34.2,Benzina Plus
561,562,6010,49.153177,14.988796,"EuroOil, Praûsk· 174, Jind¯ich˘v Hradec",05.11.2014 05:02,34.2,EuroOil
562,563,6033,49.87047,17.090082,"EuroOil, silnice 446, Libina 825",05.11.2014 05:02,34.2,EuroOil
1508,1509,5459,49.084367,17.448259,"BD Oil, HuötÏnovsk· 1708, StarÈ MÏsto",04.11.2014 14:19,34.2,BD Oil
560,561,5968,50.325566,15.736441,"EuroOil, Cerekvice nad Byst¯icÌ 72",05.11.2014 05:02,34.2,EuroOil
1091,1092,7242,49.483062,17.127448,"Tesco Stores »R, a.s., KoneËn· 25, Drûovice",04.11.2014 16:27,34.2,Tesco Stores »R
420,421,5418,49.228878,14.421286,"Autocentrum Novotn˝, T·borsk· 568, T˝n nad Vltavou",05.11.2014 08:09,34.2,Autocentrum Novotn˝
559,560,5957,50.043554,15.076115,"EuroOil, silnice 12, B¯eûany 52",05.11.2014 05:02,34.2,EuroOil
1415,1416,6398,49.015623,14.492571,"MAKRO Cash &amp; Carry »R, s.r.o., LuËnÌ 396, HrdÏjovi",04.11.2014 14:53,34.1,MAKRO Cash &amp; Carry »R
308,309,5890,48.944063,17.370791,"»SAD HodonÌn, t¯. Masarykova 1689, VeselÌ nad Mora",05.11.2014 08:47,34.1,»SAD HodonÌn
118,119,5221,50.563561,14.648603,"Acter Tank, Z·meck·, Doksy",05.11.2014 09:53,34.1,Acter Tank
438,439,6643,49.674076,12.561509,"OMV, silnice 605, Rozvadov 111",05.11.2014 07:54,34.1,OMV
1076,1077,5223,50.70255,15.345227,"Acter Tank, Zlat· Oleönice",04.11.2014 16:29,34.1,Acter Tank
283,284,7294,49.531217,17.608876,"Unicorn, Hranick· 1406, LipnÌk nad BeËvou",05.11.2014 08:55,34.1,Unicorn
448,449,5895,48.935324,14.611078,"DAG, BudÏjovick· 178, Ledenice",05.11.2014 07:50,34.0,DAG
1940,1941,7702,49.8639864,18.3873725,"Progres, RybniËn· 1913, 73532 Rychvald",04.11.2014 10:26,34.0,Progres
545,546,6345,50.462154,13.407328,"LukOil, Lipsk·, Chomutov",05.11.2014 05:31,34.0,LukOil
1952,1953,7278,49.909023,18.337083,"Transeurope, Ostravsk· 204, BohumÌn",04.11.2014 10:16,34.0,Transeurope
874,875,5851,49.428122,12.946552,"»S, Cihl·¯sk· 520, Domaûlice",04.11.2014 17:43,34.0,»S
873,874,5360,49.427798,12.957426,"Agropodnik Domaûlice, Masarykova 523, Domaûlice",04.11.2014 17:43,34.0,Agropodnik Domaûlice
987,988,5877,50.104036,14.504672,"»S, Pod Harfou 3, Praha 9-VysoËany",04.11.2014 16:59,34.0,»S
971,972,6152,50.910553,14.612904,"G7, KarlÌnsk· 3311, Varnsdorf",04.11.2014 17:07,34.0,G7
1041,1042,5411,50.464196,14.365318,"Auto Bouöka, LitomÏ¯ick· 766, ätÏtÌ",04.11.2014 16:45,33.99,Auto Bouöka
449,450,6840,49.771559,18.294084,"ERNEKS/oil TEAM, U ¯eky, Ostrava-Hrabov·",05.11.2014 07:48,33.9,ERNEKS/oil TEAM
1601,1602,5207,49.399139,15.880594,"ARMEX OIL, »ernick· 555, MÏ¯Ìn",04.11.2014 13:28,33.9,ARMEX OIL
1742,1743,5865,49.270219,16.4393,"»S, 9. kvÏtna, Veversk· BÌt˝öka",04.11.2014 12:30,33.9,»S
2039,2040,7736,49.9032108,18.3694022,LUTO GAS,04.11.2014 08:41,33.9,LUTO GAS
1143,1144,5861,49.628167,15.926836,"»S, äkrdlovice 246",04.11.2014 16:19,33.9,»S
1906,1907,6182,49.880736,18.314706,"Gold, Ostravsk· 177, BohumÌn",04.11.2014 10:51,33.9,Gold
1710,1711,6849,49.659354,18.136035,"ERNEKS/oil TEAM, Silnice 58, Skotnice",04.11.2014 12:44,33.9,ERNEKS/oil TEAM
1762,1763,7271,49.790325,15.812916,"Topexol, 5. kvÏtna 43, Trhov· Kamenice",04.11.2014 12:24,33.9,Topexol
